Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading weights:   0%|          | 0/190 [00:00<?, ?it/s]
Loading weights:  27%|██▋       | 52/190 [00:00<00:00, 518.34it/s]
Loading weights: 100%|██████████| 190/190 [00:00<00:00, 1833.79it/s]
[transformers] The tied weights mapping and config for this model specifies to tie shared.weight to lm_head.weight, but both are present in the checkpoints with different values, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning.
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
Loading weights:   0%|          | 0/559 [00:00<?, ?it/s]
Loading weights:   7%|▋         | 41/559 [00:00<00:01, 394.11it/s]
Loading weights:  15%|█▍        | 82/559 [00:00<00:01, 391.21it/s]
Loading weights:  22%|██▏       | 124/559 [00:00<00:01, 399.89it/s]
Loading weights:  30%|██▉       | 166/559 [00:00<00:00, 396.49it/s]
Loading weights:  37%|███▋      | 206/559 [00:00<00:00, 396.66it/s]
Loading weights:  44%|████▍     | 247/559 [00:00<00:00, 389.57it/s]
Loading weights:  52%|█████▏    | 288/559 [00:00<00:00, 392.22it/s]
Loading weights:  59%|█████▊    | 328/559 [00:00<00:00, 386.87it/s]
Loading weights:  66%|██████▌   | 367/559 [00:00<00:00, 355.88it/s]
Loading weights:  72%|███████▏  | 404/559 [00:01<00:00, 343.15it/s]
Loading weights:  79%|███████▊  | 439/559 [00:01<00:00, 333.37it/s]
Loading weights:  85%|████████▍ | 473/559 [00:01<00:00, 328.61it/s]
Loading weights:  91%|█████████ | 508/559 [00:01<00:00, 324.17it/s]
Loading weights:  97%|█████████▋| 541/559 [00:01<00:00, 323.57it/s]
Loading weights: 100%|██████████| 559/559 [00:01<00:00, 349.53it/s]
[transformers] The tied weights mapping and config for this model specifies to tie shared.weight to lm_head.weight, but both are present in the checkpoints with different values, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning.
[GKD setup]
student         : google/flan-t5-small
teacher         : google/flan-t5-xxl
device          : cuda
divergence      : jsd
beta            : 0.50
lambda          : 0.50
updates         : 1000
micro batch     : 1
grad accum      : 16
effective batch : 16
save dir        : /home/ubuntu/t5_gsm8k/t5_small_gsm8k_gkd_true_laptop
train:   0%|          | 0/1000 [00:00<?, ?it/s]
train:   0%|          | 0/1000 [00:05<?, ?it/s, loss=0.2566, lr=3.75e-06, sup=6, onp=10, gpu=22.24G]
train:  97%|█████████▋| 969/1000 [1:15:38<02:05,  4.04s/it, loss=0.1431, lr=3.00e-05, sup=7, onp=9, gpu=22.48G]
train:  97%|█████████▋| 970/1000 [1:15:38<02:02,  4.07s/it, loss=0.1431, lr=3.00e-05, sup=7, onp=9, gpu=22.48G]
train:  97%|█████████▋| 970/1000 [1:15:42<02:02,  4.07s/it, loss=0.1401, lr=2.90e-05, sup=7, onp=9, gpu=22.48G]
train:  97%|█████████▋| 971/1000 [1:15:42<01:57,  4.05s/it, loss=0.1401, lr=2.90e-05, sup=7, onp=9, gpu=22.48G]
train:  97%|█████████▋| 971/1000 [1:15:45<01:57,  4.05s/it, loss=0.1520, lr=2.80e-05, sup=9, onp=7, gpu=22.48G]
train:  97%|█████████▋| 972/1000 [1:15:45<01:52,  4.00s/it, loss=0.1520, lr=2.80e-05, sup=9, onp=7, gpu=22.48G]
train:  97%|█████████▋| 972/1000 [1:15:49<01:52,  4.00s/it, loss=0.1441, lr=2.70e-05, sup=7, onp=9, gpu=22.48G]
train:  97%|█████████▋| 973/1000 [1:15:49<01:48,  4.01s/it, loss=0.1441, lr=2.70e-05, sup=7, onp=9, gpu=22.48G]
train:  97%|█████████▋| 973/1000 [1:15:54<01:48,  4.01s/it, loss=0.1317, lr=2.60e-05, sup=7, onp=9, gpu=22.48G]
train:  97%|█████████▋| 974/1000 [1:15:54<01:45,  4.07s/it, loss=0.1317, lr=2.60e-05, sup=7, onp=9, gpu=22.48G]
train:  97%|█████████▋| 974/1000 [1:15:57<01:45,  4.07s/it, loss=0.1404, lr=2.50e-05, sup=9, onp=7, gpu=22.48G]
train:  98%|█████████▊| 975/1000 [1:15:57<01:40,  4.02s/it, loss=0.1404, lr=2.50e-05, sup=9, onp=7, gpu=22.48G]
                                                                                                               

train:  98%|█████████▊| 975/1000 [1:15:57<01:40,  4.02s/it, loss=0.1404, lr=2.50e-05, sup=9, onp=7, gpu=22.48G]
train:  98%|█████████▊| 975/1000 [1:16:02<01:40,  4.02s/it, loss=0.1339, lr=2.40e-05, sup=8, onp=8, gpu=22.48G]
train:  98%|█████████▊| 976/1000 [1:16:02<01:37,  4.04s/it, loss=0.1339, lr=2.40e-05, sup=8, onp=8, gpu=22.48G]
train:  98%|█████████▊| 976/1000 [1:16:06<01:37,  4.04s/it, loss=0.1475, lr=2.30e-05, sup=7, onp=9, gpu=22.48G]
train:  98%|█████████▊| 977/1000 [1:16:06<01:33,  4.07s/it, loss=0.1475, lr=2.30e-05, sup=7, onp=9, gpu=22.48G]
train:  98%|█████████▊| 977/1000 [1:16:12<01:33,  4.07s/it, loss=0.1395, lr=2.20e-05, sup=7, onp=9, gpu=22.48G]
train:  98%|█████████▊| 978/1000 [1:16:12<01:30,  4.14s/it, loss=0.1395, lr=2.20e-05, sup=7, onp=9, gpu=22.48G]
train:  98%|█████████▊| 978/1000 [1:16:15<01:30,  4.14s/it, loss=0.1491, lr=2.10e-05, sup=10, onp=6, gpu=22.48G]
train:  98%|█████████▊| 979/1000 [1:16:15<01:25,  4.08s/it, loss=0.1491, lr=2.10e-05, sup=10, onp=6, gpu=22.48G]
train:  98%|█████████▊| 979/1000 [1:16:20<01:25,  4.08s/it, loss=0.1355, lr=2.00e-05, sup=6, onp=10, gpu=22.48G]
train:  98%|█████████▊| 980/1000 [1:16:20<01:23,  4.17s/it, loss=0.1355, lr=2.00e-05, sup=6, onp=10, gpu=22.48G]
train:  98%|█████████▊| 980/1000 [1:16:24<01:23,  4.17s/it, loss=0.1617, lr=1.90e-05, sup=7, onp=9, gpu=22.48G] 
train:  98%|█████████▊| 981/1000 [1:16:24<01:18,  4.16s/it, loss=0.1617, lr=1.90e-05, sup=7, onp=9, gpu=22.48G]
train:  98%|█████████▊| 981/1000 [1:16:29<01:18,  4.16s/it, loss=0.1517, lr=1.80e-05, sup=9, onp=7, gpu=22.48G]
train:  98%|█████████▊| 982/1000 [1:16:29<01:15,  4.17s/it, loss=0.1517, lr=1.80e-05, sup=9, onp=7, gpu=22.48G]
train:  98%|█████████▊| 982/1000 [1:16:33<01:15,  4.17s/it, loss=0.1479, lr=1.70e-05, sup=6, onp=10, gpu=22.48G]
train:  98%|█████████▊| 983/1000 [1:16:33<01:11,  4.18s/it, loss=0.1479, lr=1.70e-05, sup=6, onp=10, gpu=22.48G]
train:  98%|█████████▊| 983/1000 [1:16:38<01:11,  4.18s/it, loss=0.1505, lr=1.60e-05, sup=7, onp=9, gpu=22.48G] 
train:  98%|█████████▊| 984/1000 [1:16:38<01:07,  4.22s/it, loss=0.1505, lr=1.60e-05, sup=7, onp=9, gpu=22.48G]
train:  98%|█████████▊| 984/1000 [1:16:43<01:07,  4.22s/it, loss=0.1380, lr=1.50e-05, sup=8, onp=8, gpu=22.48G]
train:  98%|█████████▊| 985/1000 [1:16:43<01:03,  4.23s/it, loss=0.1380, lr=1.50e-05, sup=8, onp=8, gpu=22.48G]
train:  98%|█████████▊| 985/1000 [1:16:47<01:03,  4.23s/it, loss=0.1439, lr=1.40e-05, sup=10, onp=6, gpu=22.48G]
train:  99%|█████████▊| 986/1000 [1:16:47<00:59,  4.22s/it, loss=0.1439, lr=1.40e-05, sup=10, onp=6, gpu=22.48G]
train:  99%|█████████▊| 986/1000 [1:16:51<00:59,  4.22s/it, loss=0.1531, lr=1.30e-05, sup=8, onp=8, gpu=22.48G] 
train:  99%|█████████▊| 987/1000 [1:16:51<00:55,  4.24s/it, loss=0.1531, lr=1.30e-05, sup=8, onp=8, gpu=22.48G]
train:  99%|█████████▊| 987/1000 [1:16:55<00:55,  4.24s/it, loss=0.1388, lr=1.20e-05, sup=9, onp=7, gpu=22.48G]
train:  99%|█████████▉| 988/1000 [1:16:55<00:50,  4.22s/it, loss=0.1388, lr=1.20e-05, sup=9, onp=7, gpu=22.48G]
train:  99%|█████████▉| 988/1000 [1:16:59<00:50,  4.22s/it, loss=0.1467, lr=1.10e-05, sup=5, onp=11, gpu=22.48G]
train:  99%|█████████▉| 989/1000 [1:16:59<00:46,  4.22s/it, loss=0.1467, lr=1.10e-05, sup=5, onp=11, gpu=22.48G]
train:  99%|█████████▉| 989/1000 [1:17:03<00:46,  4.22s/it, loss=0.1401, lr=1.00e-05, sup=7, onp=9, gpu=22.48G] 
train:  99%|█████████▉| 990/1000 [1:17:03<00:42,  4.21s/it, loss=0.1401, lr=1.00e-05, sup=7, onp=9, gpu=22.48G]
train:  99%|█████████▉| 990/1000 [1:17:07<00:42,  4.21s/it, loss=0.1556, lr=9.00e-06, sup=6, onp=10, gpu=22.48G]
train:  99%|█████████▉| 991/1000 [1:17:07<00:37,  4.19s/it, loss=0.1556, lr=9.00e-06, sup=6, onp=10, gpu=22.48G]
train:  99%|█████████▉| 991/1000 [1:17:12<00:37,  4.19s/it, loss=0.1414, lr=8.00e-06, sup=7, onp=9, gpu=22.48G] 
train:  99%|█████████▉| 992/1000 [1:17:12<00:33,  4.23s/it, loss=0.1414, lr=8.00e-06, sup=7, onp=9, gpu=22.48G]
train:  99%|█████████▉| 992/1000 [1:17:18<00:33,  4.23s/it, loss=0.1491, lr=7.00e-06, sup=6, onp=10, gpu=22.48G]
train:  99%|█████████▉| 993/1000 [1:17:18<00:30,  4.30s/it, loss=0.1491, lr=7.00e-06, sup=6, onp=10, gpu=22.48G]
train:  99%|█████████▉| 993/1000 [1:17:23<00:30,  4.30s/it, loss=0.1413, lr=6.00e-06, sup=7, onp=9, gpu=22.48G] 
train:  99%|█████████▉| 994/1000 [1:17:23<00:26,  4.36s/it, loss=0.1413, lr=6.00e-06, sup=7, onp=9, gpu=22.48G]
train:  99%|█████████▉| 994/1000 [1:17:26<00:26,  4.36s/it, loss=0.1485, lr=5.00e-06, sup=9, onp=7, gpu=22.48G]
train: 100%|█████████▉| 995/1000 [1:17:26<00:21,  4.30s/it, loss=0.1485, lr=5.00e-06, sup=9, onp=7, gpu=22.48G]
train: 100%|█████████▉| 995/1000 [1:17:31<00:21,  4.30s/it, loss=0.1382, lr=4.00e-06, sup=9, onp=7, gpu=22.48G]
train: 100%|█████████▉| 996/1000 [1:17:31<00:17,  4.32s/it, loss=0.1382, lr=4.00e-06, sup=9, onp=7, gpu=22.48G]
train: 100%|█████████▉| 996/1000 [1:17:35<00:17,  4.32s/it, loss=0.1533, lr=3.00e-06, sup=8, onp=8, gpu=22.48G]
train: 100%|█████████▉| 997/1000 [1:17:35<00:12,  4.30s/it, loss=0.1533, lr=3.00e-06, sup=8, onp=8, gpu=22.48G]
train: 100%|█████████▉| 997/1000 [1:17:39<00:12,  4.30s/it, loss=0.1504, lr=2.00e-06, sup=10, onp=6, gpu=22.48G]
train: 100%|█████████▉| 998/1000 [1:17:39<00:08,  4.30s/it, loss=0.1504, lr=2.00e-06, sup=10, onp=6, gpu=22.48G]
train: 100%|█████████▉| 998/1000 [1:17:43<00:08,  4.30s/it, loss=0.1410, lr=1.00e-06, sup=8, onp=8, gpu=22.48G] 
train: 100%|█████████▉| 999/1000 [1:17:43<00:04,  4.27s/it, loss=0.1410, lr=1.00e-06, sup=8, onp=8, gpu=22.48G]
train: 100%|█████████▉| 999/1000 [1:17:47<00:04,  4.27s/it, loss=0.1705, lr=0.00e+00, sup=10, onp=6, gpu=22.48G]
train: 100%|██████████| 1000/1000 [1:17:47<00:00,  4.24s/it, loss=0.1705, lr=0.00e+00, sup=10, onp=6, gpu=22.48G]
                                                                                                                 

train: 100%|██████████| 1000/1000 [1:17:47<00:00,  4.24s/it, loss=0.1705, lr=0.00e+00, sup=10, onp=6, gpu=22.48G]
                                                                                                                 

train: 100%|██████████| 1000/1000 [1:18:01<00:00,  4.24s/it, loss=0.1705, lr=0.00e+00, sup=10, onp=6, gpu=22.48G]
train: 100%|██████████| 1000/1000 [1:18:01<00:00,  4.68s/it, loss=0.1705, lr=0.00e+00, sup=10, onp=6, gpu=22.48G]
[train] step=1/1000 window_loss=0.2566 sample=Two cars have 50 / 4 = 10 miles per gallon of gas. Three cars have 10 + 15 = 30 miles on less...
[train] step=25/1000 window_loss=0.2151 sample=Each table needs 20 tables out of which 20 tables need 4 tables, which is 4 x 10 = 40 table s...
[train] step=50/1000 window_loss=0.1919 sample=7 is x 2 = 20 dolls. So, there are 5 + 9 = 10 dolls in total. Therefore, there are 10 + 5 = 1...
[train] step=75/1000 window_loss=0.1868 sample=He will have to mow 40 * 2 = 60 lines of flowers. So it takes him 60 / 60 = 10 minutes to pla...
[train] step=100/1000 window_loss=0.1762 sample=3 * 4 = 8 animals in the zoo.
[train] step=125/1000 window_loss=0.1883 sample=Greta's mother received twice the total number of letters Greta and her brother received, mea...
[train] step=150/1000 window_loss=0.1762 sample=His playlist currently has a playtime of 10 songs * 3 minutes = <<10*3=30>>30 minutes from 3-...
[train] step=175/1000 window_loss=0.1782 sample=The old team per round record is 1,148 because 287 x 4 = <<1148=1148>>1,148 The team season r...
[train] step=200/1000 window_loss=0.1776 sample=The 1st volume for a course was 2 * 25 = 40 pages. Sam read 80 + 40 = 400 pages from the past.
[train] step=225/1000 window_loss=0.1774 sample=Julia has 1/3*6=<<1/3*6=2>>2 video games. Theresa has 3*2+5=<<3*2+5=11>>11 video games. #### 11
[train] step=250/1000 window_loss=0.1730 sample=The hurricane dropped 5 inches x 1 / 2 = 5 inches of rain. The hurricane dropped 1 / 2 = 1 in...
[eval] step=250 accuracy=0.0200
[train] step=275/1000 window_loss=0.1651 sample=10 minutes per 60 minutes is 45 minutes * 60 minutes / hour = 3 hours. The answer: 3.
[train] step=300/1000 window_loss=0.1723 sample=To make the cakes, Traci and Harris used a total of 9 cakes * 100g of flour per cake = <<9*10...
[train] step=325/1000 window_loss=0.1684 sample=First find the number of cats Carmen has left: 28 cats - 3 cats = <<28-3=25>>25 cats Then sub...
[train] step=350/1000 window_loss=0.1667 sample=Her second customer buys 5 boxes * 4 = 155 bottles = 6 boxes. Her third customer buys 2 * 4 =...
[train] step=375/1000 window_loss=0.1678 sample=The first sister has 5 pieces of clothing because 10 / 2 = <<10/2=5>>5 The next sister had 12...
[train] step=400/1000 window_loss=0.1701 sample=He saved $4 * 4 = $2 more, so he saved $2 x 50 / 100 = $2 less each day. He saved $2 x 2 = $6...
[train] step=425/1000 window_loss=0.1749 sample=The bird wants 12 * 6 = <<12*6=72>>72 twigs to add to the nest. It knows a tree that has drop...
[train] step=450/1000 window_loss=0.1717 sample=The black dog weighs 4 x 2 = 8 pounds. The black dog weighs 8 x 2 = 16 pounds. So, the black ...
[train] step=475/1000 window_loss=0.1667 sample=She has 5 1.5 hour appointments on Monday for a total of 5*1.5 = <<5*1.5=7.5>>7.5 hours She h...
[train] step=500/1000 window_loss=0.1643 sample=Each kid can do 3 cookies per week, so Patty has 3 * 4 = 12 cookies to do each chore she does...
[eval] step=500 accuracy=0.0300
[train] step=525/1000 window_loss=0.1593 sample=She starts with $5.00 a week for 4 weeks so that’s 5*4 = $<<5*4=20.00>>20.00 Then she bumps i...
[train] step=550/1000 window_loss=0.1623 sample=Harry's father is 50 years + 24 years = <<50+24=74>>74 years old. Harry's mother is 1/25 * 50...
[train] step=575/1000 window_loss=0.1644 sample=2 * 5 = 10 minutes. 2 * 5 = 10 minutes. 2 * 5 = 20 minutes. 3 * 20 = 300 minutes. He played a...
[train] step=600/1000 window_loss=0.1623 sample=5 x 95% = 52 / .8 = 1,9 / .8 = .3 / .8 = .4 / .6 = 5D. .5 x (1.00 / 6) = .2 / .9 = 9.0 - 95% ...
[train] step=625/1000 window_loss=0.1665 sample=Rachel's grandfather is 12 x 7 = <<12*7=84>>84 years old. Her mother is 84/2 = <<84/2=42>>42 ...
[train] step=650/1000 window_loss=0.1642 sample=First find the total number of pies Marcus bakes: 5 pies/batch * 7 batches = <<5*7=35>>35 pie...
[train] step=675/1000 window_loss=0.1601 sample=The duck is flying to the south during winter, and twice as much time to fly to the north dur...
[train] step=700/1000 window_loss=0.1539 sample=By adding Friday and Saturday, Alexandra bought 12+8=<<12+8=20>>20 magazines On Sunday she bu...
[train] step=725/1000 window_loss=0.1573 sample=In total Meso and Tyler would type 40 pages in 5 + 15 = 30 minutes per page. Together they wo...
[train] step=750/1000 window_loss=0.1579 sample=Let x be Luna's house rental budget. The total budget for house and food rental is represente...
[eval] step=750 accuracy=0.0400
[train] step=775/1000 window_loss=0.1588 sample=During the first half Team, B scored only 8 * 0.5 = <<8*0.5=4>>4 points. In the second half T...
[train] step=800/1000 window_loss=0.1541 sample=Each side of the yard has 16 feet long so each side is 16 * 4 = 192 feet. Each side has 16 * ...
[train] step=825/1000 window_loss=0.1564 sample=If Rin's snorkel helmet has 75 craters, then Dan's and Daniel's helmets combined have 75-15 =...
[train] step=850/1000 window_loss=0.1529 sample=In 5 years, Heath will be 16 + 5 = <<16+5=21>>21 years old. In 5 years, Jude will be 21 / 3 =...
[train] step=875/1000 window_loss=0.1503 sample=He has a total of 6 x 17 = 67 hawk feathers. He gives 10 x 2 = 20 feathers to his sister. So ...
[train] step=900/1000 window_loss=0.1532 sample=There are 10 x 15 = <<10*15=150>>150 squares in a grid. 4 x 6 = <<4*6=24>>24 squares are colo...
[train] step=925/1000 window_loss=0.1495 sample=It earned 10*600 = <<10*600=6000>>6000 dollars by selling graphics cards It earned 14*80 = <<...
[train] step=950/1000 window_loss=0.1547 sample=He is getting a total of 55 / 20 = 12 texts per day. He wants to get 12 x 5 = 48 texts per week.
[train] step=975/1000 window_loss=0.1479 sample=50 / 5 = 15 students contributed to their trip. So, the total amount of money that Miss Grays...
[train] step=1000/1000 window_loss=0.1467 sample=The gluten-free cupcakes are 80 / 2 = <<80/2=40>>40. The vegan cupcakes with gluten are 24 / ...
[eval] step=1000 accuracy=0.0500

Writing model shards:   0%|          | 0/1 [00:00<?, ?it/s]
Writing model shards: 100%|██████████| 1/1 [00:00<00:00,  2.05it/s]
Writing model shards: 100%|██████████| 1/1 [00:00<00:00,  2.05it/s]

[done]
saved model      : /home/ubuntu/t5_gsm8k/t5_small_gsm8k_gkd_true_laptop
teacher used     : google/flan-t5-xxl
last mode mix    : supervised=10 on_policy=6
last eval acc    : 0.05

Processing Files (0 / 0)      : |          |  0.00B /  0.00B            

New Data Upload               : |          |  0.00B /  0.00B            [A


  ..._laptop/model.safetensors:   0%|          | 11.6kB /  308MB            [A[A


  ..._laptop/model.safetensors:   0%|          | 11.6kB /  308MB            [A[A
Processing Files (0 / 1)      :   0%|          | 11.6kB /  308MB,   ???B/s  


  ..._laptop/model.safetensors:   0%|          | 11.6kB /  308MB            [A[A


  ..._laptop/model.safetensors:   1%|          | 3.33MB /  308MB            [A[A
Processing Files (0 / 1)      :   1%|          | 3.33MB /  308MB,  323kB/s  

New Data Upload               :   2%|▏         | 3.32MB /  134MB,  322kB/s  [A


  ..._laptop/model.safetensors:   5%|▌         | 16.6MB /  308MB            [A[A
Processing Files (0 / 1)      :   5%|▌         | 16.6MB /  308MB, 1.59MB/s  

New Data Upload               :   8%|▊         | 16.6MB /  201MB, 1.59MB/s  [A


  ..._laptop/model.safetensors:  15%|█▌        | 47.0MB /  308MB            [A[A
Processing Files (0 / 1)      :  15%|█▌        | 47.0MB /  308MB, 4.47MB/s  

New Data Upload               :  23%|██▎       | 47.0MB /  201MB, 4.47MB/s  [A


  ..._laptop/model.safetensors:  24%|██▍       | 74.7MB /  308MB            [A[A
Processing Files (0 / 1)      :  24%|██▍       | 74.7MB /  308MB, 6.99MB/s  

New Data Upload               :  37%|███▋      | 74.6MB /  201MB, 6.99MB/s  [A


  ..._laptop/model.safetensors:  33%|███▎      |  100MB /  308MB            [A[A
Processing Files (0 / 1)      :  33%|███▎      |  100MB /  308MB, 9.22MB/s  

New Data Upload               :  50%|████▉     |  100MB /  201MB, 9.22MB/s  [A


  ..._laptop/model.safetensors:  39%|███▉      |  119MB /  308MB            [A[A
Processing Files (0 / 1)      :  39%|███▉      |  119MB /  308MB, 10.8MB/s  

New Data Upload               :  59%|█████▉    |  119MB /  201MB, 10.8MB/s  [A


  ..._laptop/model.safetensors:  41%|████▏     |  127MB /  308MB            [A[A
Processing Files (0 / 1)      :  41%|████▏     |  127MB /  308MB, 11.3MB/s  

New Data Upload               :  63%|██████▎   |  127MB /  201MB, 11.3MB/s  [A


  ..._laptop/model.safetensors:  43%|████▎     |  134MB /  308MB            [A[A
Processing Files (0 / 1)      :  43%|████▎     |  134MB /  308MB, 11.6MB/s  

New Data Upload               :  67%|██████▋   |  134MB /  201MB, 11.6MB/s  [A


  ..._laptop/model.safetensors:  44%|████▎     |  134MB /  308MB            [A[A
Processing Files (0 / 1)      :  44%|████▎     |  134MB /  308MB, 10.9MB/s  

New Data Upload               :  67%|██████▋   |  134MB /  201MB, 10.9MB/s  [A


  ..._laptop/model.safetensors:  45%|████▍     |  138MB /  308MB            [A[A
Processing Files (0 / 1)      :  45%|████▍     |  138MB /  308MB, 11.0MB/s  

New Data Upload               :  51%|█████▏    |  138MB /  268MB, 11.0MB/s  [A


  ..._laptop/model.safetensors:  50%|█████     |  155MB /  308MB            [A[A
Processing Files (0 / 1)      :  50%|█████     |  155MB /  308MB, 12.3MB/s  

New Data Upload               :  50%|█████     |  155MB /  308MB, 12.3MB/s  [A


  ..._laptop/model.safetensors:  59%|█████▊    |  181MB /  308MB            [A[A
Processing Files (0 / 1)      :  59%|█████▊    |  181MB /  308MB, 14.3MB/s  

New Data Upload               :  59%|█████▊    |  181MB /  308MB, 14.3MB/s  [A


  ..._laptop/model.safetensors:  69%|██████▉   |  212MB /  308MB            [A[A
Processing Files (0 / 1)      :  69%|██████▉   |  212MB /  308MB, 16.8MB/s  

New Data Upload               :  69%|██████▉   |  212MB /  308MB, 16.8MB/s  [A


  ..._laptop/model.safetensors:  78%|███████▊  |  239MB /  308MB            [A[A
Processing Files (0 / 1)      :  78%|███████▊  |  239MB /  308MB, 18.8MB/s  

New Data Upload               :  78%|███████▊  |  239MB /  308MB, 18.8MB/s  [A


  ..._laptop/model.safetensors:  84%|████████▎ |  257MB /  308MB            [A[A
Processing Files (0 / 1)      :  84%|████████▎ |  257MB /  308MB, 20.0MB/s  

New Data Upload               :  84%|████████▎ |  257MB /  308MB, 20.0MB/s  [A


  ..._laptop/model.safetensors:  89%|████████▉ |  275MB /  308MB            [A[A
Processing Files (0 / 1)      :  89%|████████▉ |  275MB /  308MB, 21.1MB/s  

New Data Upload               :  89%|████████▉ |  275MB /  308MB, 21.1MB/s  [A


  ..._laptop/model.safetensors:  94%|█████████▎|  288MB /  308MB            [A[A
Processing Files (0 / 1)      :  94%|█████████▎|  288MB /  308MB, 21.8MB/s  

New Data Upload               :  94%|█████████▎|  288MB /  308MB, 21.8MB/s  [A


  ..._laptop/model.safetensors:  98%|█████████▊|  302MB /  308MB            [A[A
Processing Files (0 / 1)      :  98%|█████████▊|  302MB /  308MB, 22.6MB/s  

New Data Upload               :  98%|█████████▊|  302MB /  308MB, 22.6MB/s  [A


  ..._laptop/model.safetensors: 100%|█████████▉|  307MB /  308MB            [A[A
Processing Files (0 / 1)      : 100%|█████████▉|  307MB /  308MB, 22.5MB/s  

New Data Upload               : 100%|█████████▉|  307MB /  308MB, 22.5MB/s  [A


  ..._laptop/model.safetensors: 100%|█████████▉|  307MB /  308MB            [A[A
Processing Files (0 / 1)      : 100%|█████████▉|  307MB /  308MB, 21.6MB/s  

New Data Upload               : 100%|█████████▉|  307MB /  308MB, 21.6MB/s  [A


  ..._laptop/model.safetensors: 100%|██████████|  308MB /  308MB            [A[A
Processing Files (1 / 1)      : 100%|██████████|  308MB /  308MB, 21.1MB/s  

New Data Upload               : 100%|██████████|  308MB /  308MB, 21.1MB/s  [A
Processing Files (1 / 1)      : 100%|██████████|  308MB /  308MB, 21.1MB/s  

New Data Upload               : 100%|██████████|  308MB /  308MB, 21.1MB/s  

  ..._laptop/model.safetensors: 100%|██████████|  308MB /  308MB            
[hub] pushed to https://huggingface.co/Pradheep1647/flan-t5-small-gsm8k-gkd-xxl-teacher
